User,Activity,Timeframe,X axis,Y axis,Z axis
1,t_turn,4.954952,0.838,-0.336,0.36
1,t_turn,5.005,0.816,-0.334,0.364
1,t_turn,5.055048,0.866,-0.288,0.408
1,t_turn,5.104904,0.862,-0.352,0.424
1,t_turn,5.154952,0.86,-0.32,0.414
1,t_turn,5.205,0.844,-0.392,0.442
1,t_turn,5.255048,0.856,-0.32,0.436
1,t_turn,5.304904,0.742,-0.328,0.232
1,t_turn,5.354952,1.052,-0.056,0.318
1,t_turn,5.405,0.572,-0.77,0.514
1,t_turn,5.455048,1.02,-0.26,0.262
1,t_turn,5.504904,0.728,-0.794,0.492
1,t_turn,5.554952,0.894,-0.17,0.422
1,t_turn,5.605,0.966,-0.122,0.29
1,t_turn,5.655048,0.968,-0.354,0.574
1,t_turn,5.704904,0.936,-0.366,0.638
1,t_turn,5.754952,0.86,-0.2,0.546
1,t_turn,5.805,0.902,0.156,0.176
1,t_turn,5.855048,1.202,0.048,0.528
1,t_turn,5.905904,0.926,0.142,0.972
1,t_turn,5.955952,0.912,0.124,0.262
1,t_turn,6.006,0.782,-0.51,0.342
1,t_turn,6.056048,0.684,0.016,0.462
1,t_turn,6.105904,0.776,-1.05,0.168
1,t_turn,6.155952,1.052,-0.41,0.6
1,t_turn,6.206,0.952,-0.506,0.558
1,t_turn,6.256048,0.876,-0.324,0.312
1,t_turn,6.305904,0.846,-0.378,0.364
1,t_turn,6.355952,0.864,-0.272,0.38
1,t_turn,6.406,0.806,-0.234,0.384
1,t_turn,6.456048,0.834,-0.296,0.38
1,t_turn,6.505904,0.896,-0.152,0.432
1,t_turn,6.555952,0.808,-0.49,0.472
1,t_turn,6.606,0.812,-0.416,0.39
1,t_turn,6.656048,0.854,-0.44,0.408
1,t_turn,6.705904,0.808,-0.222,0.31
1,t_turn,6.755952,0.846,-0.382,0.326
1,t_turn,6.806,0.88,-0.43,0.306
1,t_turn,6.856048,0.918,-0.26,0.334
1,t_turn,6.906904,0.91,-0.254,0.332
1,t_turn,6.956952,0.94,-0.208,0.318
1,t_turn,7.007,0.974,-0.248,0.332
1,t_turn,7.057048,0.952,-0.226,0.336
1,t_turn,7.106904,0.958,-0.194,0.334
1,t_turn,7.156952,0.938,-0.216,0.328
1,t_turn,7.207,0.924,-0.218,0.344
1,t_turn,7.257048,0.898,-0.248,0.328
1,t_turn,7.306904,0.926,-0.232,0.304
1,t_turn,7.356952,0.904,-0.27,0.302
1,t_turn,7.407,0.9,-0.238,0.29
1,t_turn,7.457048,1.02,-0.302,0.268
1,t_turn,7.506904,0.92,-0.322,0.27
1,t_turn,7.556952,0.818,-0.328,0.274
1,t_turn,7.607,0.846,-0.314,0.278
1,t_turn,7.657048,0.998,-0.32,0.258
1,t_turn,7.706904,0.974,-0.272,0.294
1,t_turn,7.756952,0.94,-0.222,0.294
1,t_turn,7.807,0.944,-0.296,0.3
1,t_turn,7.857048,0.998,-0.242,0.248
1,t_turn,7.907904,0.99,-0.226,0.258
1,unknown,7.957952,0.942,-0.258,0.246
1,p_stand,8.008,0.91,-0.288,0.268
1,p_stand,8.058048,0.92,-0.254,0.22
1,p_stand,8.107904,0.956,-0.26,0.238
1,p_stand,8.157952,0.928,-0.282,0.228
1,p_stand,8.208,0.93,-0.24,0.224
1,p_stand,8.258048,1.016,-0.288,0.166
1,p_stand,8.307904,0.986,-0.258,0.156
1,p_stand,8.357952,0.87,-0.226,0.174
1,p_stand,8.408,0.91,-0.232,0.158
1,p_stand,8.458048,0.958,-0.226,0.146
1,p_stand,8.507904,0.952,-0.218,0.136
1,p_stand,8.557952,0.944,-0.206,0.146
1,p_stand,8.608,0.99,-0.224,0.15
1,p_stand,8.658048,0.91,-0.272,0.136
1,p_stand,8.707904,0.942,-0.242,0.148
1,p_stand,8.757952,0.966,-0.222,0.152
1,p_stand,8.808,0.934,-0.244,0.128
1,p_stand,8.858048,0.972,-0.282,0.12
1,p_stand,8.908904,0.952,-0.296,0.118
1,p_stand,8.958952,0.936,-0.288,0.112
1,p_stand,9.009,0.932,-0.286,0.128
1,p_stand,9.059048,0.934,-0.286,0.128
1,p_stand,9.108904,0.944,-0.282,0.14
1,p_stand,9.158952,0.96,-0.266,0.124
1,p_stand,9.209,0.958,-0.282,0.12
1,p_stand,9.259048,0.956,-0.266,0.126
1,p_stand,9.308904,0.958,-0.27,0.12
1,p_stand,9.358952,0.934,-0.274,0.126
1,p_stand,9.409,0.946,-0.266,0.128
1,p_stand,9.459048,0.928,-0.304,0.104
1,p_stand,9.508904,0.942,-0.29,0.108
1,p_stand,9.558952,0.952,-0.28,0.112
1,p_stand,9.609,0.928,-0.266,0.128
1,p_stand,9.659048,0.942,-0.27,0.124
1,p_stand,9.708904,0.944,-0.282,0.124
1,p_stand,9.758952,0.92,-0.276,0.112
1,p_stand,9.809,0.956,-0.276,0.118
1,p_stand,9.859048,0.942,-0.282,0.126
1,p_stand,9.908904,0.934,-0.29,0.134
1,p_stand,9.958952,0.952,-0.276,0.102
1,p_stand,10.009,0.942,-0.272,0.124
1,p_stand,10.059048,0.94,-0.27,0.118
1,p_stand,10.109904,0.934,-0.282,0.11
1,p_stand,10.159952,0.942,-0.27,0.124
1,p_stand,10.21,0.938,-0.274,0.112
1,p_stand,10.260048,0.936,-0.282,0.126
1,p_stand,10.309904,0.946,-0.276,0.112
1,p_stand,10.359952,0.956,-0.27,0.128
1,p_stand,10.41,0.952,-0.276,0.134
1,p_stand,10.460048,0.95,-0.264,0.124
1,p_stand,10.509904,0.962,-0.27,0.13
1,p_stand,10.559952,0.944,-0.26,0.13
1,p_stand,10.61,0.928,-0.258,0.112
1,p_stand,10.660048,0.946,-0.256,0.124
1,p_stand,10.709904,0.95,-0.272,0.112
1,p_stand,10.759952,0.946,-0.27,0.134
1,p_stand,10.81,0.958,-0.272,0.124
1,p_stand,10.860048,0.926,-0.272,0.134
1,p_stand,10.909904,0.912,-0.286,0.132
1,p_stand,10.959952,0.936,-0.288,0.138
1,p_stand,11.01,0.946,-0.27,0.126
1,p_stand,11.060048,0.944,-0.284,0.124
1,p_stand,11.110904,0.946,-0.27,0.124
1,p_stand,11.160952,0.952,-0.264,0.14
1,p_stand,11.211,0.926,-0.274,0.114
1,p_stand,11.261048,0.944,-0.254,0.14
1,p_stand,11.310904,0.94,-0.264,0.126
1,p_stand,11.360952,0.956,-0.27,0.146
1,p_stand,11.411,0.944,-0.26,0.12
1,p_stand,11.461048,0.95,-0.266,0.122
1,p_stand,11.510904,0.952,-0.264,0.112
1,p_stand,11.560952,0.944,-0.272,0.128
1,p_stand,11.611,0.91,-0.264,0.112
1,p_stand,11.661048,0.952,-0.27,0.11
1,p_stand,11.710904,0.958,-0.258,0.142
1,p_stand,11.760952,0.946,-0.25,0.12
1,p_stand,11.811,0.962,-0.254,0.12
1,p_stand,11.861048,0.952,-0.264,0.12
1,p_stand,11.910904,0.944,-0.266,0.134
1,p_stand,11.960952,0.956,-0.244,0.126
1,p_stand,12.011,0.958,-0.26,0.126
1,p_stand,12.061048,0.944,-0.244,0.12
1,p_stand,12.111904,0.946,-0.244,0.098
1,p_stand,12.161952,0.928,-0.26,0.124
1,p_stand,12.212,0.958,-0.264,0.124
1,p_stand,12.262048,0.95,-0.25,0.12
1,p_stand,12.311904,0.93,-0.272,0.124
1,p_stand,12.361952,0.96,-0.242,0.136
1,p_stand,12.412,0.96,-0.25,0.13
1,p_stand,12.462048,0.95,-0.254,0.124
1,p_stand,12.511904,0.956,-0.25,0.126
1,p_stand,12.561952,0.936,-0.264,0.12
1,p_stand,12.612,0.944,-0.25,0.126
1,p_stand,12.662048,0.952,-0.244,0.134
1,p_stand,12.711904,0.952,-0.272,0.118
1,p_stand,12.761952,0.942,-0.256,0.13
1,unknown,12.812,0.944,-0.258,0.128
1,t_turn,12.862048,0.956,-0.268,0.13
1,t_turn,12.911904,0.94,-0.26,0.146
1,t_turn,12.961952,0.96,-0.258,0.134
1,t_turn,13.012,0.946,-0.264,0.124
1,t_turn,13.062048,0.956,-0.254,0.13
1,t_turn,13.112904,0.96,-0.254,0.124
1,t_turn,13.162952,0.94,-0.26,0.128
1,t_turn,13.213,0.95,-0.258,0.13
1,t_turn,13.263048,0.964,-0.258,0.134
1,t_turn,13.312904,0.95,-0.24,0.158
1,t_turn,13.362952,0.966,-0.234,0.142
1,t_turn,13.413,0.958,-0.218,0.152
1,t_turn,13.463048,0.978,-0.196,0.152
1,t_turn,13.512904,0.976,-0.206,0.14
1,t_turn,13.562952,0.966,-0.194,0.168
1,t_turn,13.613,0.958,-0.194,0.172
1,t_turn,13.663048,1,-0.222,0.156
1,t_turn,13.712904,0.982,-0.19,0.146
1,t_turn,13.762952,0.966,-0.186,0.162
1,t_turn,13.813,0.992,-0.2,0.13
1,t_turn,13.863048,0.974,-0.218,0.126
1,t_turn,13.912904,0.968,-0.234,0.094
1,t_turn,13.962952,0.962,-0.314,0.086
1,t_turn,14.013,0.92,-0.346,0.082
1,t_turn,14.063048,0.876,-0.376,0.07
1,t_turn,14.113904,0.878,-0.4,0.092
1,t_turn,14.163952,0.944,-0.584,0.126
1,t_turn,14.214,0.864,-0.638,0.204
1,t_turn,14.264048,0.818,-0.856,0.354
1,t_turn,14.313904,0.696,-0.872,0.464
1,t_turn,14.363952,0.68,-1.266,0.616
1,t_turn,14.414,0.66,-1.224,0.716
1,t_turn,14.464048,0.56,-1.132,0.768
1,t_turn,14.513904,0.374,-0.876,0.866
1,t_turn,14.563952,0.332,-0.68,0.86
1,t_turn,14.614,0.242,-0.446,0.738
1,t_turn,14.664048,0.152,-0.196,0.574
1,t_turn,14.713904,0.088,-0.148,0.536
1,t_turn,14.763952,0.162,-0.078,0.532
1,t_turn,14.814,0.202,0.048,0.652
1,unknown,14.864048,0.184,0.184,0.738
1,unknown,14.913904,0.142,0.062,0.718
1,p_stand,14.963952,0.24,0.262,1
1,p_stand,15.014,0.11,0.31,1.016
1,p_stand,15.064048,0.06,0.318,1.094
1,p_stand,15.113904,0.062,0.23,1.022
1,p_stand,15.163952,0.048,0.014,1.032
1,p_stand,15.214,0.07,0.134,1.094
1,p_stand,15.264048,0.038,0.056,1.112
1,unknown,15.314904,0.066,0.006,1.108
1,t_turn,15.364952,0.056,-0.18,1.14
1,t_turn,15.415,0.034,0.044,1.144
1,t_turn,15.465048,0.076,0.078,0.92
1,t_turn,15.514904,0.142,-0.008,0.578
1,t_turn,15.564952,0.14,-0.29,0.546
1,t_turn,15.615,0.206,-0.392,0.55
1,t_turn,15.665048,0.24,-0.4,0.546
1,t_turn,15.714904,0.454,-0.38,0.56
1,t_turn,15.764952,0.534,-0.378,0.544
1,t_turn,15.815,0.782,-0.432,0.574
1,t_turn,15.865048,1.004,-0.396,0.582
1,t_turn,15.914904,1.086,-0.474,0.648
1,t_turn,15.964952,1.084,-0.292,0.542
1,t_turn,16.015,1.31,-0.442,0.614
1,t_turn,16.065048,1.138,-0.27,0.456
1,t_turn,16.114904,1.212,-0.434,0.48
1,t_turn,16.164952,1.186,-0.414,0.396
1,t_turn,16.215,1.12,-0.178,0.318
1,t_turn,16.265048,1.118,-0.174,0.248
1,t_turn,16.315904,0.976,-0.256,0.21
1,t_turn,16.365952,0.92,-0.286,0.162
1,t_turn,16.416,0.832,-0.274,0.136
1,t_turn,16.466048,0.8,-0.272,0.112
1,t_turn,16.515904,0.856,-0.276,0.102
1,t_turn,16.565952,0.888,-0.27,0.094
1,t_turn,16.616,0.854,-0.32,0.104
1,t_turn,16.666048,0.95,-0.306,0.12
1,t_turn,16.715904,0.978,-0.338,0.128
1,t_turn,16.765952,0.974,-0.346,0.142
1,t_turn,16.816,0.998,-0.328,0.152
1,t_turn,16.866048,0.974,-0.322,0.152
1,t_turn,16.915904,0.988,-0.308,0.14
1,t_turn,16.965952,0.96,-0.324,0.112
1,t_turn,17.016,0.998,-0.352,0.108
1,t_turn,17.066048,1.004,-0.346,0.092
1,t_turn,17.115904,0.912,-0.308,0.092
1,t_turn,17.165952,0.906,-0.318,0.062
1,t_turn,17.216,0.934,-0.306,0.056
1,t_turn,17.266048,0.974,-0.286,0.062
1,t_turn,17.316904,0.95,-0.298,0.056
1,unknown,17.366952,0.944,-0.296,0.08
1,p_stand,17.417,0.91,-0.288,0.078
1,p_stand,17.467048,0.866,-0.288,0.094
1,p_stand,17.516904,0.926,-0.298,0.094
1,p_stand,17.566952,0.926,-0.308,0.11
1,p_stand,17.617,0.93,-0.328,0.12
1,p_stand,17.667048,0.92,-0.3,0.142
1,p_stand,17.716904,0.942,-0.344,0.136
1,p_stand,17.766952,0.966,-0.346,0.128
1,p_stand,17.817,0.956,-0.338,0.108
1,p_stand,17.867048,0.944,-0.328,0.078
1,p_stand,17.916904,0.924,-0.342,0.102
1,p_stand,17.966952,0.926,-0.338,0.078
1,p_stand,18.017,0.944,-0.306,0.076
1,p_stand,18.067048,0.936,-0.334,0.078
1,p_stand,18.116904,0.944,-0.336,0.102
1,p_stand,18.166952,0.936,-0.314,0.094
1,p_stand,18.217,0.95,-0.308,0.11
1,p_stand,18.267048,0.924,-0.298,0.142
1,p_stand,18.317904,0.944,-0.298,0.13
1,p_stand,18.367952,0.942,-0.286,0.142
1,p_stand,18.418,0.94,-0.274,0.13
1,p_stand,18.468048,0.942,-0.298,0.124
1,p_stand,18.517904,0.928,-0.302,0.13
1,p_stand,18.567952,0.934,-0.306,0.096
1,p_stand,18.618,0.926,-0.302,0.102
1,p_stand,18.668048,0.924,-0.308,0.112
1,p_stand,18.717904,0.932,-0.314,0.104
1,p_stand,18.767952,0.946,-0.334,0.102
1,p_stand,18.818,0.91,-0.32,0.094
1,p_stand,18.868048,0.926,-0.312,0.114
1,p_stand,19.117904,0.944,-0.292,0.108
1,p_stand,19.167952,0.924,-0.314,0.108
1,p_stand,19.218,0.942,-0.296,0.092
1,p_stand,19.268048,0.934,-0.298,0.108
1,p_stand,19.317904,0.934,-0.32,0.11
1,p_stand,19.367952,0.934,-0.308,0.104
1,p_stand,19.418,0.944,-0.314,0.102
1,p_stand,19.468048,0.936,-0.308,0.112
1,p_stand,19.518904,0.928,-0.308,0.108
1,p_stand,19.568952,0.928,-0.306,0.112
1,p_stand,19.619,0.936,-0.314,0.096
1,p_stand,19.669048,0.93,-0.302,0.112
1,p_stand,19.718904,0.896,-0.314,0.108
1,p_stand,19.768952,0.934,-0.302,0.112
1,p_stand,19.819,0.936,-0.32,0.102
1,p_stand,19.869048,0.926,-0.296,0.104
1,p_stand,19.918904,0.94,-0.32,0.11
1,p_stand,19.968952,0.944,-0.314,0.11
1,p_stand,20.019,0.926,-0.306,0.112
1,p_stand,20.069048,0.934,-0.308,0.102
1,p_stand,20.118904,0.924,-0.318,0.104
1,p_stand,20.168952,0.928,-0.32,0.096
1,p_stand,20.219,0.936,-0.31,0.114
1,p_stand,20.269048,0.942,-0.306,0.102
1,p_stand,20.318904,0.94,-0.314,0.112
1,p_stand,20.368952,0.93,-0.308,0.116
1,p_stand,20.419,0.934,-0.306,0.126
1,p_stand,20.469048,0.934,-0.306,0.102
1,p_stand,20.519904,0.93,-0.29,0.104
1,p_stand,20.569952,0.93,-0.304,0.086
1,p_stand,20.62,0.934,-0.298,0.108
1,p_stand,20.670048,0.942,-0.302,0.096
1,p_stand,20.719904,0.936,-0.306,0.098
1,p_stand,20.769952,0.934,-0.306,0.1
1,p_stand,20.82,0.944,-0.312,0.092
1,p_stand,20.870048,0.942,-0.306,0.108
1,p_stand,20.919904,0.934,-0.312,0.1
1,p_stand,20.969952,0.934,-0.308,0.112
1,p_stand,21.02,0.94,-0.312,0.102
1,p_stand,21.070048,0.942,-0.306,0.112
1,p_stand,21.119904,0.914,-0.298,0.112
1,p_stand,21.169952,0.952,-0.306,0.102
1,p_stand,21.22,0.946,-0.304,0.104
1,p_stand,21.270048,0.944,-0.308,0.112
1,p_stand,21.319904,0.94,-0.308,0.112
1,p_stand,21.369952,0.944,-0.296,0.112
1,p_stand,21.42,0.934,-0.318,0.096
1,p_stand,21.470048,0.944,-0.31,0.096
1,p_stand,21.520904,0.926,-0.312,0.102
1,p_stand,21.570952,0.936,-0.306,0.096
1,p_stand,21.621,0.934,-0.324,0.104
1,p_stand,21.671048,0.902,-0.308,0.092
1,p_stand,21.720904,0.94,-0.312,0.102
1,p_stand,21.770952,0.938,-0.314,0.116
1,p_stand,21.821,0.93,-0.314,0.112
1,p_stand,21.871048,0.934,-0.306,0.096
1,p_stand,21.920904,0.942,-0.314,0.11
1,p_stand,21.970952,0.896,-0.314,0.082
1,p_stand,22.021,0.926,-0.314,0.102
1,p_stand,22.071048,0.944,-0.314,0.102
1,p_stand,22.120904,0.924,-0.318,0.112
1,p_stand,22.170952,0.936,-0.306,0.114
1,p_stand,22.221,0.934,-0.318,0.104
1,p_stand,22.271048,0.934,-0.32,0.096
1,p_stand,22.320904,0.93,-0.324,0.104
1,p_stand,22.370952,0.93,-0.312,0.12
1,p_stand,22.421,0.934,-0.322,0.104
1,p_stand,22.471048,0.944,-0.302,0.098
1,p_stand,22.521904,0.94,-0.32,0.102
1,p_stand,22.571952,0.934,-0.306,0.1
1,p_stand,22.622,0.942,-0.322,0.11
1,p_stand,22.672048,0.904,-0.302,0.092
1,p_stand,22.721904,0.934,-0.324,0.096
1,p_stand,22.771952,0.93,-0.306,0.1
1,p_stand,22.822,0.92,-0.314,0.108
1,p_stand,22.872048,0.932,-0.328,0.112
1,p_stand,22.921904,0.934,-0.304,0.118
1,p_stand,22.971952,0.934,-0.328,0.102
1,p_stand,23.022,0.942,-0.32,0.108
1,p_stand,23.072048,0.934,-0.318,0.098
1,p_stand,23.121904,0.94,-0.302,0.112
1,p_stand,23.171952,0.93,-0.32,0.112
1,p_stand,23.222,0.918,-0.3,0.112
1,p_stand,23.272048,0.93,-0.336,0.104
1,p_stand,23.321904,0.934,-0.308,0.124
1,p_stand,23.371952,0.934,-0.33,0.112
1,p_stand,23.422,0.934,-0.306,0.096
1,p_stand,23.472048,0.944,-0.318,0.1
1,p_stand,23.522904,0.928,-0.308,0.104
1,p_stand,23.572952,0.944,-0.308,0.104
1,p_stand,23.623,0.898,-0.318,0.096
1,p_stand,23.673048,0.934,-0.314,0.094
1,p_stand,23.722904,0.91,-0.306,0.102
1,p_stand,23.772952,0.926,-0.304,0.102
1,p_stand,23.823,0.932,-0.306,0.102
1,p_stand,23.873048,0.934,-0.308,0.1
1,p_stand,23.922904,0.944,-0.304,0.108
1,p_stand,23.972952,0.924,-0.306,0.102
1,p_stand,24.023,0.91,-0.312,0.1
1,p_stand,24.073048,0.928,-0.318,0.102
1,p_stand,24.122904,0.93,-0.32,0.11
1,p_stand,24.172952,0.934,-0.314,0.102
1,p_stand,24.223,0.942,-0.314,0.098
1,p_stand,24.273048,0.926,-0.32,0.094
1,p_stand,24.322904,0.928,-0.322,0.108
1,p_stand,24.372952,0.93,-0.306,0.094
1,p_stand,24.423,0.946,-0.306,0.112
1,p_stand,24.473048,0.936,-0.306,0.112
1,p_stand,24.522904,0.94,-0.314,0.104
1,p_stand,24.572952,0.934,-0.298,0.114
1,p_stand,24.623,0.934,-0.314,0.112
1,p_stand,24.673048,0.934,-0.312,0.104
1,p_stand,24.723904,0.934,-0.306,0.11
1,p_stand,24.773952,0.934,-0.302,0.102
1,p_stand,24.824,0.926,-0.296,0.104
1,p_stand,24.874048,0.928,-0.306,0.12
1,p_stand,24.923904,0.934,-0.306,0.112
1,p_stand,24.973952,0.934,-0.308,0.11
1,p_stand,25.024,0.94,-0.302,0.106
1,p_stand,25.074048,0.936,-0.304,0.102
1,p_stand,25.123904,0.934,-0.312,0.104
1,p_stand,25.173952,0.93,-0.302,0.104
1,p_stand,25.224,0.942,-0.306,0.112
1,p_stand,25.274048,0.93,-0.296,0.096
1,p_stand,25.323904,0.926,-0.322,0.096
1,p_stand,25.373952,0.934,-0.302,0.092
1,p_stand,25.424,0.934,-0.298,0.096
1,p_stand,25.474048,0.94,-0.312,0.102
1,p_stand,25.523904,0.944,-0.304,0.112
1,p_stand,25.573952,0.944,-0.306,0.096
1,p_stand,25.624,0.946,-0.306,0.12
1,p_stand,25.674048,0.928,-0.318,0.112
1,p_stand,25.724904,0.934,-0.298,0.108
1,p_stand,25.774952,0.93,-0.306,0.096
1,p_stand,25.825,0.934,-0.296,0.102
1,p_stand,25.875048,0.936,-0.306,0.096
1,p_stand,25.924904,0.934,-0.304,0.11
1,p_stand,25.974952,0.928,-0.306,0.118
1,p_stand,26.025,0.948,-0.296,0.094
1,p_stand,26.075048,0.928,-0.306,0.11
1,p_stand,26.124904,0.94,-0.312,0.098
1,p_stand,26.174952,0.894,-0.32,0.096
1,p_stand,26.225,0.944,-0.306,0.108
1,p_stand,26.275048,0.928,-0.314,0.112
1,p_stand,26.324904,0.934,-0.304,0.1
1,p_stand,26.374952,0.934,-0.308,0.112
1,p_stand,26.425,0.936,-0.296,0.102
1,p_stand,26.475048,0.934,-0.318,0.108
1,p_stand,26.524904,0.944,-0.298,0.102
1,p_stand,26.574952,0.946,-0.306,0.094
1,p_stand,26.625,0.944,-0.292,0.118
1,p_stand,26.675048,0.94,-0.31,0.114
1,p_stand,26.725904,0.942,-0.288,0.114
1,p_stand,26.775952,0.944,-0.306,0.124
1,p_stand,26.826,0.942,-0.29,0.12
1,p_stand,26.876048,0.944,-0.308,0.102
1,p_stand,26.925904,0.92,-0.296,0.108
1,p_stand,26.975952,0.946,-0.31,0.096
1,p_stand,27.026,0.944,-0.306,0.1
1,p_stand,27.076048,0.93,-0.312,0.112
1,p_stand,27.125904,0.95,-0.302,0.098
1,p_stand,27.175952,0.94,-0.288,0.102
1,p_stand,27.226,0.934,-0.286,0.112
1,p_stand,27.276048,0.942,-0.29,0.112
1,p_stand,27.325904,0.934,-0.306,0.112
1,p_stand,27.375952,0.952,-0.292,0.11
1,p_stand,27.426,0.944,-0.288,0.108
1,p_stand,27.476048,0.946,-0.296,0.118
1,p_stand,27.525904,0.944,-0.28,0.126
1,p_stand,27.575952,0.946,-0.274,0.112
1,p_stand,27.626,0.922,-0.328,0.076
1,p_stand,27.676048,0.926,-0.344,0.102
1,p_stand,27.726904,0.934,-0.302,0.102
1,p_stand,27.776952,0.944,-0.298,0.086
1,p_stand,27.827,0.94,-0.31,0.078
1,p_stand,27.877048,0.898,-0.322,0.082
1,p_stand,27.926904,0.894,-0.314,0.068
1,p_stand,27.976952,0.938,-0.334,0.098
1,p_stand,28.027,0.93,-0.322,0.094
1,p_stand,28.077048,0.94,-0.312,0.092
1,p_stand,28.126904,0.94,-0.312,0.092
1,p_stand,28.176952,0.944,-0.316,0.096
1,p_stand,28.227,0.934,-0.314,0.088
1,p_stand,28.277048,0.94,-0.312,0.088
1,p_stand,28.326904,0.934,-0.304,0.096
1,p_stand,28.376952,0.942,-0.302,0.092
